Firm_ID,Year,Industry_Type,E_Score,S_Score,G_Score,Board_Independence,financial_risk_score
MFG0313,2021,Pharmaceuticals,77.91,59.38,58.83,52.7,66
MFG0117,2022,Heavy Machinery,60.48,85.27,54.87,81.64,33
MFG0154,2022,Textile,78.91,66.58,55.33,75.62,33
MFG0425,2021,Electronics,61.49,64.9,59.12,82.14,33
MFG0291,2020,Textile,75.36,71.59,71.54,72.66,0
MFG0063,2022,Textile,80.44,61.71,54.85,67.14,33
MFG0244,2023,Heavy Machinery,73.09,51.03,50.16,88.52,66
MFG0025,2023,Electronics,58.41,67.02,60.36,81.2,33
MFG0090,2019,Automobile,58.89,71.38,62.77,66.48,33
MFG0075,2021,Electronics,89.52,81.84,62.24,86.3,0
MFG0294,2020,Automobile,63.55,57.28,59.72,89.74,66
MFG0386,2019,Electronics,80.42,73.22,63.04,62.33,0
MFG0391,2021,Pharmaceuticals,73.3,67.06,66.72,85.7,0
MFG0210,2022,Electronics,60.96,68.3,58.02,51.82,33
MFG0475,2023,Heavy Machinery,66.14,76.75,73.02,58.57,0
MFG0418,2020,Automobile,90.7,63.4,63.54,56.44,0
MFG0347,2023,Textile,110.39,69.51,72.84,64.26,0
MFG0017,2022,Heavy Machinery,68.51,77.81,67.11,72.5,0
MFG0128,2021,Automobile,67.75,77.27,54.92,78.8,33
MFG0427,2022,Automobile,53.98,57.02,49.36,86.11,99
MFG0443,2022,Textile,53.85,62.48,73.52,56.34,33
MFG0364,2023,Pharmaceuticals,62.57,66.71,57.7,73.13,33
MFG0251,2020,Heavy Machinery,67.1,75.33,64.22,72.19,0
MFG0179,2022,Textile,71.72,65.74,60.18,68.34,0
MFG0182,2023,Textile,79.59,68.74,75.74,77.78,0
MFG0152,2020,Pharmaceuticals,74.43,79.25,64.4,70.53,0
MFG0025,2021,Heavy Machinery,79.77,64.95,53.96,72.01,33
MFG0455,2021,Textile,65.25,81.26,62.89,86.13,0
MFG0180,2019,Pharmaceuticals,71.22,53.55,74.0,84.41,33
MFG0198,2023,Heavy Machinery,67.99,64.47,58.04,73.09,33
MFG0344,2020,Electronics,58.07,55.71,52.51,56.25,99
MFG0161,2022,Automobile,50.29,69.05,70.84,88.35,33
MFG0177,2021,Pharmaceuticals,64.64,74.76,57.17,74.91,33
MFG0285,2020,Automobile,44.71,66.55,51.4,82.3,66
MFG0063,2023,Electronics,59.54,63.73,57.44,52.2,66
MFG0491,2019,Textile,78.0,55.76,66.78,85.87,33
MFG0150,2021,Textile,73.98,83.13,68.09,77.74,0
MFG0154,2020,Heavy Machinery,72.24,67.8,67.75,77.42,0
MFG0156,2020,Pharmaceuticals,84.99,63.93,56.37,54.4,33
MFG0370,2020,Pharmaceuticals,63.99,82.06,71.77,78.51,0
MFG0469,2023,Heavy Machinery,79.5,64.83,70.47,53.07,0
MFG0049,2023,Automobile,63.12,59.81,68.46,52.23,33
MFG0455,2023,Textile,75.05,61.61,56.16,63.01,33
MFG0337,2022,Textile,73.69,60.28,59.79,50.93,33
MFG0084,2020,Pharmaceuticals,74.28,58.41,67.25,56.39,33
MFG0361,2021,Pharmaceuticals,67.75,61.76,69.37,79.05,0
MFG0177,2023,Heavy Machinery,75.51,89.73,56.63,83.4,33
MFG0148,2023,Electronics,76.37,57.65,78.74,57.18,33
MFG0118,2020,Automobile,56.26,54.57,63.64,82.93,66
MFG0342,2023,Electronics,81.33,70.5,72.34,69.22,0
MFG0476,2022,Electronics,58.4,67.32,54.81,88.32,66
MFG0063,2022,Pharmaceuticals,62.35,73.94,66.4,55.57,0
MFG0189,2023,Pharmaceuticals,74.66,63.01,54.63,52.14,33
MFG0360,2020,Pharmaceuticals,78.58,60.18,65.97,83.8,0
MFG0049,2020,Electronics,74.42,83.06,68.46,64.48,0
MFG0327,2020,Automobile,75.58,53.49,68.9,68.29,33
MFG0257,2019,Pharmaceuticals,59.5,71.25,58.86,70.47,66
MFG0224,2023,Textile,66.24,74.21,50.21,83.01,33
MFG0141,2020,Automobile,49.45,75.4,67.34,53.04,33
MFG0478,2022,Textile,61.89,65.27,61.57,72.04,0
MFG0215,2021,Automobile,57.24,56.77,61.57,67.22,66
MFG0435,2021,Pharmaceuticals,72.15,81.5,57.38,63.61,33
MFG0379,2020,Heavy Machinery,97.92,63.99,64.33,63.93,0
MFG0440,2021,Pharmaceuticals,80.36,81.77,64.72,87.21,0
MFG0211,2021,Electronics,47.31,71.31,73.2,60.72,33
MFG0318,2019,Electronics,55.31,63.64,48.63,68.18,66
MFG0032,2022,Automobile,57.71,71.54,54.18,69.71,66
MFG0158,2022,Electronics,52.69,78.36,68.44,78.79,33
MFG0285,2019,Pharmaceuticals,68.89,68.74,47.15,70.76,33
MFG0305,2019,Textile,74.52,61.36,58.98,74.85,33
MFG0429,2021,Pharmaceuticals,57.78,51.91,83.76,65.95,66
MFG0477,2023,Automobile,69.55,64.18,62.54,78.74,0
MFG0286,2021,Electronics,74.42,75.27,70.36,68.63,0
MFG0144,2019,Textile,79.69,58.91,51.31,58.91,66
MFG0424,2022,Heavy Machinery,73.72,74.13,70.36,82.68,0
MFG0019,2021,Textile,75.63,68.25,61.74,80.62,0
MFG0018,2023,Textile,71.59,74.71,67.07,75.1,0
MFG0257,2021,Pharmaceuticals,60.84,46.95,69.21,70.88,33
MFG0078,2020,Heavy Machinery,63.25,55.22,60.64,58.34,33
MFG0371,2021,Automobile,57.45,63.84,68.65,84.73,33
MFG0175,2019,Automobile,88.49,84.8,55.79,53.89,33
MFG0498,2022,Textile,55.84,61.21,65.19,65.33,33
MFG0194,2022,Textile,82.47,66.86,68.92,84.1,0
MFG0476,2019,Electronics,55.95,87.36,60.44,73.82,33
MFG0113,2020,Heavy Machinery,80.44,71.86,57.06,67.54,33
MFG0114,2019,Textile,82.69,75.74,61.11,81.65,0
MFG0222,2021,Electronics,84.67,62.22,73.48,89.58,0
MFG0166,2019,Heavy Machinery,60.54,78.61,72.25,57.55,0
MFG0435,2019,Automobile,73.81,79.98,70.85,52.03,0
MFG0319,2020,Electronics,65.39,72.51,77.06,68.52,0
MFG0132,2021,Heavy Machinery,62.25,67.23,65.05,61.5,0
MFG0385,2023,Electronics,72.48,73.03,66.41,76.67,0
MFG0264,2023,Textile,80.95,53.37,49.06,69.77,66
MFG0413,2022,Pharmaceuticals,65.45,77.8,57.72,69.96,33
MFG0055,2019,Automobile,75.62,60.36,69.09,64.2,0
MFG0359,2022,Textile,62.01,65.49,71.95,58.43,0
MFG0131,2020,Textile,60.52,79.86,54.66,58.54,33
MFG0288,2023,Heavy Machinery,68.43,77.88,64.26,65.48,0
MFG0266,2019,Electronics,69.09,53.41,82.28,77.27,33
MFG0458,2020,Automobile,79.35,59.47,64.3,63.49,33
MFG0467,2020,Textile,58.23,73.76,76.56,63.04,33
MFG0366,2019,Heavy Machinery,95.74,52.35,67.78,67.0,33
MFG0162,2020,Automobile,52.29,80.77,69.49,89.63,33
MFG0380,2019,Electronics,74.51,69.06,57.72,53.65,33
MFG0481,2019,Textile,68.86,80.72,52.13,61.79,33
MFG0087,2021,Textile,64.87,61.3,70.78,61.68,0
MFG0055,2022,Textile,70.07,62.09,67.46,88.98,0
MFG0476,2020,Automobile,79.39,77.31,65.48,66.29,0
MFG0288,2020,Automobile,81.1,65.33,54.38,72.68,33
MFG0178,2021,Automobile,69.61,56.83,62.15,57.93,33
MFG0391,2021,Automobile,75.65,73.05,60.07,50.51,0
MFG0349,2021,Heavy Machinery,57.37,53.67,60.85,63.57,66
MFG0008,2023,Pharmaceuticals,69.97,80.98,66.83,75.56,0
MFG0321,2023,Heavy Machinery,76.34,69.66,70.65,77.66,0
MFG0313,2023,Textile,46.89,59.99,67.29,80.16,66
MFG0247,2019,Heavy Machinery,72.89,78.31,66.56,84.43,0
MFG0323,2020,Electronics,70.15,78.47,65.91,54.62,0
MFG0472,2022,Automobile,85.97,68.03,63.6,53.31,0
MFG0471,2019,Electronics,73.84,88.48,58.35,81.51,33
MFG0443,2020,Electronics,77.28,88.27,65.37,67.43,0
MFG0255,2020,Textile,69.01,70.91,70.98,87.88,0
MFG0328,2021,Automobile,78.95,77.59,64.08,87.74,0
MFG0054,2021,Electronics,78.19,79.78,57.64,55.67,33
MFG0249,2019,Textile,57.63,57.79,55.43,77.65,99
MFG0239,2021,Automobile,75.42,70.58,57.37,52.68,33
MFG0229,2020,Pharmaceuticals,85.0,61.86,55.85,66.14,33
MFG0067,2021,Textile,82.82,60.59,88.13,83.67,0
MFG0051,2023,Heavy Machinery,72.3,69.09,57.98,68.44,33
MFG0097,2021,Automobile,75.54,69.77,64.69,51.34,0
MFG0092,2020,Electronics,82.06,53.49,64.31,59.61,33
MFG0495,2019,Electronics,59.47,71.09,76.31,53.45,33
MFG0264,2022,Heavy Machinery,77.22,65.74,68.43,66.33,0
MFG0418,2021,Heavy Machinery,50.32,80.58,68.4,77.87,33
MFG0291,2020,Electronics,81.49,78.46,66.4,76.41,0
MFG0096,2022,Automobile,67.77,60.3,67.2,78.76,0
MFG0088,2022,Textile,71.05,79.81,67.58,65.35,0
MFG0078,2023,Heavy Machinery,65.89,72.82,59.98,60.61,33
MFG0288,2022,Heavy Machinery,71.55,66.04,57.66,52.28,33
MFG0120,2020,Heavy Machinery,74.81,63.39,65.47,87.66,0
MFG0302,2020,Pharmaceuticals,80.3,57.67,60.7,54.73,33
MFG0491,2021,Automobile,86.29,57.04,66.47,57.13,33
MFG0400,2021,Automobile,72.53,51.56,56.37,51.0,66
MFG0452,2021,Automobile,53.72,68.19,53.21,62.69,66
MFG0165,2022,Automobile,86.36,49.46,54.77,82.75,66
MFG0182,2022,Automobile,55.81,60.2,64.41,63.29,33
MFG0469,2023,Electronics,67.36,73.91,52.08,76.64,33
MFG0398,2021,Heavy Machinery,66.61,81.44,80.6,88.62,0
MFG0223,2019,Electronics,72.13,57.66,80.62,85.7,33
MFG0311,2023,Pharmaceuticals,58.1,73.49,72.08,57.2,33
MFG0432,2019,Textile,57.57,65.21,62.04,64.37,33
MFG0466,2022,Heavy Machinery,71.76,63.35,61.13,80.05,0
MFG0007,2023,Pharmaceuticals,63.22,69.39,67.37,89.11,0
MFG0330,2023,Electronics,86.81,62.11,69.77,78.64,0
MFG0263,2020,Textile,65.94,67.24,67.37,60.09,0
MFG0161,2022,Pharmaceuticals,60.69,68.64,54.52,55.31,33
MFG0151,2022,Textile,90.39,78.45,63.48,69.81,0
MFG0085,2023,Pharmaceuticals,77.17,80.4,69.27,57.72,0
MFG0147,2022,Electronics,101.89,62.61,46.11,59.1,33
MFG0112,2023,Textile,50.85,65.57,56.16,75.38,66
MFG0381,2020,Pharmaceuticals,74.29,75.24,69.21,70.59,0
MFG0403,2023,Electronics,77.34,66.37,62.5,54.83,0
MFG0036,2022,Heavy Machinery,72.31,74.43,62.51,56.15,0
MFG0285,2022,Electronics,68.02,76.12,73.87,50.78,0
MFG0188,2023,Electronics,85.7,77.17,64.57,58.79,0
MFG0082,2023,Heavy Machinery,77.13,68.79,61.21,85.49,0
MFG0002,2023,Electronics,53.42,57.53,62.53,81.72,66
MFG0385,2021,Heavy Machinery,62.44,66.49,62.79,66.59,0
MFG0303,2022,Heavy Machinery,59.2,63.43,58.32,79.68,66
MFG0197,2022,Heavy Machinery,70.67,74.99,63.22,66.28,0
MFG0404,2021,Pharmaceuticals,82.44,81.73,55.88,81.68,33
MFG0011,2023,Textile,67.83,81.98,62.33,57.28,0
MFG0234,2020,Pharmaceuticals,69.22,75.97,60.87,56.1,0
MFG0386,2023,Heavy Machinery,61.23,59.59,66.85,53.12,33
MFG0195,2023,Textile,80.37,80.63,77.12,59.67,0
MFG0471,2021,Textile,85.56,71.84,67.08,55.85,0
MFG0119,2022,Heavy Machinery,71.64,60.58,65.83,81.95,0
MFG0396,2023,Textile,89.38,75.76,66.87,59.6,0
MFG0020,2022,Textile,66.02,66.01,58.1,70.65,33
MFG0261,2019,Pharmaceuticals,56.63,50.45,70.62,80.25,66
MFG0293,2022,Textile,80.85,59.18,68.25,77.08,33
MFG0422,2020,Heavy Machinery,70.95,67.41,64.64,58.18,0
MFG0256,2020,Automobile,65.61,67.06,67.84,53.08,0
MFG0222,2023,Automobile,72.84,58.42,67.62,86.47,33
MFG0393,2022,Automobile,54.57,74.76,67.64,74.88,33
MFG0226,2023,Heavy Machinery,52.77,72.68,72.95,78.26,33
MFG0053,2021,Automobile,73.02,55.08,58.94,65.44,66
MFG0428,2020,Pharmaceuticals,76.78,91.7,75.49,59.66,0
MFG0355,2023,Heavy Machinery,87.33,57.07,52.18,71.22,66
MFG0342,2021,Heavy Machinery,81.75,63.88,70.3,53.12,0
MFG0364,2023,Heavy Machinery,78.99,71.38,66.34,82.0,0
MFG0280,2022,Textile,85.97,63.91,57.3,76.18,33
MFG0081,2022,Textile,77.39,81.09,73.23,80.47,0
MFG0202,2022,Textile,68.21,66.42,50.49,72.77,33
MFG0158,2022,Electronics,82.04,59.7,78.0,73.12,33
MFG0120,2019,Pharmaceuticals,81.63,73.53,83.05,74.02,0
MFG0059,2021,Heavy Machinery,71.91,41.91,63.69,81.37,33
MFG0494,2021,Heavy Machinery,58.8,72.8,56.78,59.02,66
MFG0215,2022,Textile,52.36,79.61,60.38,77.26,33
MFG0128,2019,Heavy Machinery,81.27,47.24,72.8,72.11,33
MFG0224,2022,Heavy Machinery,77.27,64.36,62.42,69.8,0
MFG0209,2019,Automobile,78.81,53.18,41.52,71.64,66
MFG0370,2022,Heavy Machinery,81.68,68.12,68.07,60.89,0
MFG0115,2020,Electronics,62.11,88.19,72.15,51.48,0
MFG0209,2020,Textile,51.36,70.06,69.11,80.37,33
MFG0014,2023,Pharmaceuticals,77.67,66.03,70.39,86.65,0
MFG0009,2022,Pharmaceuticals,85.18,42.58,77.84,69.23,33
MFG0040,2021,Automobile,75.87,58.04,63.31,83.52,33
MFG0450,2023,Pharmaceuticals,55.65,66.8,78.75,72.21,33
MFG0237,2020,Pharmaceuticals,74.65,68.84,63.77,87.21,0
MFG0281,2022,Textile,59.63,71.09,74.01,70.34,33
MFG0359,2023,Textile,55.03,74.91,63.86,58.19,33
MFG0201,2022,Electronics,71.92,59.85,81.31,84.8,33
MFG0246,2020,Automobile,73.79,68.36,70.18,82.01,0
MFG0278,2023,Pharmaceuticals,70.92,63.53,64.23,65.92,0
MFG0235,2020,Electronics,76.82,59.55,55.4,83.68,66
MFG0494,2019,Automobile,63.3,60.15,66.65,50.36,0
MFG0004,2020,Pharmaceuticals,72.94,72.87,58.45,81.99,33
MFG0154,2022,Pharmaceuticals,66.66,44.92,68.53,77.52,33
MFG0442,2021,Textile,69.23,51.3,70.27,65.19,33
MFG0029,2020,Heavy Machinery,74.95,96.5,73.32,81.66,0
MFG0109,2021,Automobile,83.66,62.02,69.3,55.07,0
MFG0098,2019,Pharmaceuticals,75.22,81.22,65.64,58.13,0
MFG0215,2023,Automobile,78.86,67.42,75.6,71.34,0
MFG0293,2023,Electronics,72.11,62.95,76.52,85.24,0
MFG0075,2021,Electronics,77.36,73.91,56.58,55.2,33
MFG0326,2023,Heavy Machinery,83.37,68.73,79.1,72.57,0
MFG0146,2020,Pharmaceuticals,92.67,66.39,74.83,80.13,0
MFG0128,2021,Textile,85.32,67.6,58.18,79.73,33
MFG0341,2022,Pharmaceuticals,71.39,71.55,49.97,75.12,33
MFG0042,2020,Automobile,84.59,61.81,74.64,87.64,0
MFG0356,2020,Electronics,78.04,63.66,66.65,69.29,0
MFG0041,2020,Automobile,65.32,59.2,61.36,85.21,33
MFG0422,2022,Heavy Machinery,78.19,57.13,67.51,74.78,33
MFG0034,2019,Electronics,59.58,84.65,74.49,79.5,33
MFG0017,2023,Textile,78.21,59.84,48.75,68.59,66
MFG0165,2021,Electronics,91.27,76.99,66.01,56.7,0
MFG0153,2019,Pharmaceuticals,81.05,64.8,65.46,54.36,0
MFG0486,2021,Pharmaceuticals,85.16,72.86,76.97,77.29,0
MFG0378,2023,Electronics,67.84,67.98,71.63,65.06,0
MFG0076,2022,Heavy Machinery,77.29,51.88,71.55,72.7,33
MFG0087,2020,Pharmaceuticals,79.68,68.26,61.45,79.84,0
MFG0117,2020,Pharmaceuticals,68.64,73.45,70.36,81.46,0
MFG0362,2022,Textile,79.52,59.41,61.12,70.39,33
MFG0342,2019,Electronics,77.0,88.9,64.13,62.58,0
MFG0469,2019,Pharmaceuticals,79.64,75.31,69.59,81.04,0
MFG0027,2021,Heavy Machinery,60.67,75.39,65.68,66.61,0
MFG0313,2022,Automobile,86.04,76.34,67.53,87.47,0
MFG0287,2019,Electronics,76.96,46.99,75.5,82.98,33
MFG0134,2022,Textile,70.7,74.34,62.08,79.88,0
MFG0219,2023,Pharmaceuticals,70.97,88.48,56.7,59.65,33
MFG0168,2020,Heavy Machinery,71.57,74.83,57.75,64.51,33
MFG0098,2020,Electronics,62.88,65.63,56.0,83.96,33
MFG0268,2020,Heavy Machinery,85.08,57.96,77.86,50.93,33
MFG0237,2022,Heavy Machinery,82.59,57.09,70.23,81.26,33
MFG0309,2022,Textile,83.33,56.01,73.56,66.17,33
MFG0455,2021,Electronics,88.65,64.4,72.13,81.97,0
MFG0394,2020,Pharmaceuticals,74.09,58.39,63.41,72.1,33
MFG0173,2021,Textile,53.79,66.63,78.04,71.07,33
MFG0401,2020,Pharmaceuticals,78.92,69.84,59.47,78.06,33
MFG0410,2021,Automobile,78.51,52.52,81.1,82.25,33
MFG0469,2021,Heavy Machinery,89.09,61.11,65.99,77.74,0
MFG0476,2023,Automobile,83.9,62.79,79.31,68.03,0
MFG0190,2021,Heavy Machinery,73.47,62.53,56.61,62.83,33
MFG0122,2022,Textile,70.41,68.16,61.55,83.83,0
MFG0046,2021,Pharmaceuticals,83.04,69.12,52.18,70.83,33
MFG0064,2020,Pharmaceuticals,42.8,64.18,73.34,81.34,33
MFG0130,2021,Textile,74.66,61.95,67.03,89.83,0
MFG0310,2019,Electronics,82.4,67.81,81.13,75.76,0
MFG0363,2020,Automobile,70.67,80.98,61.13,61.13,0
MFG0193,2019,Automobile,67.8,54.9,75.7,84.62,33
MFG0307,2020,Pharmaceuticals,75.24,78.19,65.64,60.95,0
MFG0181,2022,Pharmaceuticals,86.84,53.3,64.25,60.42,33
MFG0292,2022,Pharmaceuticals,76.96,71.26,62.68,52.96,0
MFG0371,2022,Textile,64.55,77.45,58.24,53.14,33
MFG0282,2019,Electronics,85.39,56.09,67.99,84.49,33
MFG0029,2023,Automobile,87.53,71.16,66.69,59.23,0
MFG0149,2020,Heavy Machinery,63.12,58.58,52.42,54.35,66
MFG0267,2022,Textile,102.78,78.53,44.91,64.1,33
MFG0296,2020,Automobile,71.99,53.6,62.5,78.54,33
MFG0011,2019,Electronics,82.43,59.97,74.3,63.59,33
MFG0164,2023,Textile,80.0,69.18,66.78,62.37,0
MFG0113,2019,Automobile,64.32,74.4,54.58,69.52,33
MFG0187,2020,Textile,67.03,68.83,50.81,50.85,33
MFG0295,2023,Automobile,72.74,72.46,74.24,69.64,0
MFG0232,2023,Automobile,51.43,63.06,51.78,89.6,66
MFG0227,2019,Electronics,81.03,58.18,71.07,81.97,33
MFG0310,2022,Heavy Machinery,51.15,81.18,69.55,52.82,33
MFG0098,2020,Electronics,72.16,72.49,78.08,76.19,0
MFG0055,2021,Automobile,64.61,63.61,59.97,68.44,33
MFG0111,2021,Textile,78.37,53.12,72.51,83.05,33
MFG0152,2019,Electronics,47.75,79.01,76.2,53.94,33
MFG0246,2020,Heavy Machinery,53.72,79.38,54.3,59.31,66
MFG0406,2020,Automobile,65.44,66.04,66.06,81.65,0
MFG0069,2019,Electronics,77.71,62.05,64.68,83.97,0
MFG0312,2020,Electronics,74.44,65.67,56.49,71.17,33
MFG0289,2022,Electronics,83.55,66.1,67.11,50.79,0
MFG0250,2019,Electronics,73.19,74.93,55.65,85.75,33
MFG0036,2022,Textile,71.8,57.76,68.06,65.31,33
MFG0239,2020,Heavy Machinery,60.21,62.75,82.39,51.59,0
MFG0148,2019,Heavy Machinery,69.54,66.35,63.37,82.75,0
MFG0467,2020,Automobile,71.79,70.33,64.24,66.72,0
MFG0227,2019,Pharmaceuticals,49.4,75.8,76.33,57.6,33
MFG0244,2020,Textile,62.21,70.8,75.08,82.06,0
MFG0491,2022,Automobile,77.1,83.77,60.06,68.31,0
MFG0337,2022,Automobile,73.97,59.08,70.51,74.31,33
MFG0446,2020,Electronics,69.22,81.15,41.38,82.92,33
MFG0365,2019,Pharmaceuticals,65.32,59.42,56.97,70.9,66
MFG0491,2021,Pharmaceuticals,52.83,64.44,73.56,54.42,33
MFG0482,2022,Textile,48.07,71.49,60.92,88.55,33
MFG0201,2022,Pharmaceuticals,68.63,78.6,63.4,61.46,0
MFG0154,2021,Automobile,88.38,64.46,57.61,89.77,33
MFG0450,2020,Pharmaceuticals,72.41,71.53,56.32,50.24,33
MFG0073,2019,Pharmaceuticals,83.24,65.16,45.03,69.35,33
MFG0201,2020,Heavy Machinery,59.06,47.34,62.09,78.2,66
MFG0296,2023,Automobile,75.11,67.65,68.72,86.25,0
MFG0017,2022,Pharmaceuticals,64.26,56.83,66.97,81.21,33
MFG0129,2023,Pharmaceuticals,63.83,79.44,58.34,60.23,33
MFG0217,2022,Electronics,80.19,79.51,53.57,59.73,33
MFG0061,2022,Pharmaceuticals,70.68,60.48,62.01,64.26,0
MFG0427,2023,Pharmaceuticals,56.76,59.09,54.37,54.42,99
MFG0104,2023,Heavy Machinery,73.08,62.34,58.86,76.78,33
MFG0042,2020,Automobile,64.12,72.79,66.03,87.65,0
MFG0025,2023,Textile,56.11,72.83,58.03,75.68,66
MFG0039,2020,Automobile,61.05,98.67,75.29,71.33,0
MFG0291,2020,Electronics,94.5,65.22,56.63,70.13,33
MFG0131,2020,Automobile,85.34,68.82,60.16,73.7,0
MFG0498,2022,Pharmaceuticals,49.84,85.39,71.8,78.42,33
MFG0229,2022,Electronics,69.93,70.58,70.52,81.8,0
MFG0108,2023,Automobile,70.73,58.21,69.13,77.93,33
MFG0172,2022,Electronics,69.07,71.08,59.9,78.2,33
MFG0435,2023,Textile,64.7,74.34,69.67,88.07,0
MFG0478,2022,Automobile,80.22,64.92,71.34,85.97,0
MFG0102,2019,Pharmaceuticals,82.37,75.16,68.53,82.96,0
MFG0354,2019,Electronics,83.54,74.36,64.74,51.73,0
MFG0012,2023,Heavy Machinery,75.63,63.87,69.62,76.75,0
MFG0275,2022,Electronics,78.7,81.97,64.39,68.2,0
MFG0101,2022,Heavy Machinery,68.21,60.95,68.23,74.7,0
MFG0044,2020,Pharmaceuticals,54.66,71.94,65.6,77.45,33
MFG0443,2021,Textile,54.37,62.58,52.91,78.59,66
MFG0305,2023,Heavy Machinery,62.63,52.76,60.33,84.78,33
MFG0445,2021,Textile,69.79,71.23,81.64,86.4,0
MFG0017,2021,Electronics,57.89,85.36,49.5,74.27,66
MFG0330,2023,Pharmaceuticals,59.57,67.52,77.42,85.77,33
MFG0057,2022,Heavy Machinery,67.84,54.56,70.0,80.58,33
MFG0311,2023,Electronics,81.51,70.0,65.27,58.11,0
MFG0497,2021,Automobile,75.68,60.63,51.56,51.41,33
MFG0303,2022,Electronics,62.5,77.48,64.99,50.4,0
MFG0012,2019,Textile,72.51,65.94,59.03,73.46,33
MFG0318,2023,Pharmaceuticals,57.38,52.05,74.51,70.86,66
MFG0080,2023,Pharmaceuticals,62.5,72.58,59.67,77.85,33
MFG0216,2022,Electronics,53.77,69.88,62.79,83.71,33
MFG0339,2019,Automobile,76.72,65.3,66.97,56.58,0
MFG0264,2019,Textile,68.89,58.65,59.84,84.26,66
MFG0479,2022,Electronics,70.27,84.1,72.67,53.92,0
MFG0149,2020,Electronics,80.87,63.93,62.63,85.33,0
MFG0081,2023,Pharmaceuticals,61.03,76.07,49.95,84.02,33
MFG0215,2023,Textile,77.13,63.83,66.21,77.88,0
MFG0485,2021,Automobile,93.83,74.13,71.46,62.0,0
MFG0374,2022,Pharmaceuticals,61.2,68.48,76.5,53.74,0
MFG0464,2021,Electronics,54.81,68.25,69.42,81.12,33
MFG0198,2021,Pharmaceuticals,58.16,60.56,74.23,58.72,33
MFG0200,2019,Pharmaceuticals,76.27,72.75,68.93,67.64,0
MFG0025,2023,Heavy Machinery,91.21,80.65,57.32,71.23,33
MFG0466,2021,Pharmaceuticals,90.76,58.69,58.75,77.42,66
MFG0089,2019,Pharmaceuticals,81.29,60.51,46.61,69.5,33
MFG0268,2022,Textile,81.67,94.5,63.27,77.78,0
MFG0143,2021,Pharmaceuticals,77.11,58.99,70.22,82.56,33
MFG0059,2023,Automobile,79.98,63.01,52.38,78.52,33
MFG0410,2021,Electronics,75.34,80.45,75.35,61.98,0
MFG0489,2022,Textile,63.2,80.72,64.18,85.77,0
MFG0365,2021,Pharmaceuticals,90.85,46.15,57.83,72.02,66
MFG0026,2023,Automobile,86.69,74.89,52.34,68.61,33
MFG0047,2019,Electronics,63.45,66.24,78.29,73.0,0
MFG0288,2023,Textile,79.13,66.66,74.46,69.33,0
MFG0266,2019,Automobile,88.07,78.49,61.77,80.2,0
MFG0016,2020,Pharmaceuticals,76.61,64.87,72.43,66.83,0
MFG0199,2023,Heavy Machinery,69.74,63.39,63.32,81.07,0
MFG0401,2023,Heavy Machinery,87.73,65.11,60.16,80.41,0
MFG0407,2022,Textile,74.81,64.86,59.77,61.07,33
MFG0282,2021,Automobile,65.09,71.13,63.14,53.84,0
MFG0469,2019,Electronics,59.35,79.91,61.81,84.04,33
MFG0086,2019,Automobile,39.76,71.85,65.49,56.76,33
MFG0250,2022,Heavy Machinery,93.7,67.88,77.87,51.25,0
MFG0391,2022,Textile,62.79,72.92,83.23,66.09,0
MFG0270,2021,Pharmaceuticals,82.6,75.02,55.38,60.17,33
MFG0335,2021,Automobile,61.88,73.2,68.68,58.81,0
MFG0117,2023,Heavy Machinery,73.84,61.99,66.68,56.89,0
MFG0007,2020,Electronics,76.95,71.82,69.24,79.97,0
MFG0137,2021,Textile,58.37,48.92,61.4,81.34,66
MFG0371,2022,Pharmaceuticals,82.53,81.81,69.35,51.86,0
MFG0176,2021,Automobile,69.82,81.78,53.96,71.87,33
MFG0328,2019,Electronics,78.08,76.0,92.06,55.41,0
MFG0498,2020,Pharmaceuticals,88.0,79.21,67.32,69.98,0
MFG0315,2023,Heavy Machinery,80.14,67.33,70.84,63.92,0
MFG0215,2019,Heavy Machinery,70.96,61.25,56.05,58.07,33
MFG0477,2019,Electronics,93.38,56.71,59.44,87.92,66
MFG0082,2020,Heavy Machinery,71.51,77.07,53.25,88.27,33
MFG0223,2023,Textile,73.02,61.24,76.65,72.56,0
MFG0478,2022,Electronics,70.2,64.64,56.12,57.52,33
MFG0372,2023,Heavy Machinery,58.52,70.02,63.49,73.33,33
MFG0423,2021,Automobile,57.31,67.66,63.84,87.14,33
MFG0483,2019,Heavy Machinery,65.9,70.38,68.79,65.11,0
MFG0402,2021,Textile,60.85,51.73,54.66,55.51,66
MFG0443,2022,Pharmaceuticals,68.95,65.9,71.88,77.75,0
MFG0490,2021,Pharmaceuticals,81.09,75.42,74.96,76.25,0
MFG0103,2023,Heavy Machinery,67.5,64.11,59.72,50.06,33
MFG0273,2021,Pharmaceuticals,74.42,60.24,64.71,84.14,0
MFG0014,2022,Heavy Machinery,66.44,76.59,70.01,76.43,0
MFG0159,2022,Textile,100.0,64.18,67.04,57.83,0
MFG0152,2022,Pharmaceuticals,88.59,69.66,57.0,50.13,33
MFG0483,2023,Automobile,69.28,66.11,70.61,88.89,0
MFG0108,2022,Heavy Machinery,74.99,68.0,77.1,80.19,0
MFG0188,2019,Pharmaceuticals,57.26,81.77,77.08,64.6,33
MFG0301,2022,Textile,69.64,73.15,69.6,67.31,0
