Firm_ID,Year,Overall_Compliance,final_esg_risk_score,alert_level
MFG0266,2023,Compliant,0,Low
MFG0345,2022,Compliant,0,Low
MFG0130,2022,Non-Compliant,33,Warning
MFG0382,2023,Non-Compliant,33,Warning
MFG0267,2023,Compliant,0,Low
MFG0178,2019,Compliant,0,Low
MFG0253,2020,Non-Compliant,33,Warning
MFG0415,2023,Non-Compliant,33,Warning
MFG0056,2023,Compliant,0,Low
MFG0463,2021,Non-Compliant,33,Warning
MFG0457,2023,Compliant,0,Low
MFG0471,2020,Non-Compliant,66,Critical
MFG0083,2022,Non-Compliant,66,Critical
MFG0393,2022,Non-Compliant,66,Critical
MFG0099,2022,Non-Compliant,33,Warning
MFG0149,2022,Non-Compliant,66,Critical
MFG0329,2021,Compliant,0,Low
MFG0156,2023,Non-Compliant,33,Warning
MFG0190,2022,Compliant,0,Low
MFG0494,2019,Non-Compliant,66,Critical
MFG0371,2022,Non-Compliant,33,Warning
MFG0263,2023,Compliant,0,Low
MFG0080,2022,Compliant,0,Low
MFG0400,2021,Non-Compliant,33,Warning
MFG0252,2020,Compliant,0,Low
MFG0097,2020,Compliant,0,Low
MFG0260,2023,Compliant,0,Low
MFG0260,2020,Compliant,0,Low
MFG0103,2020,Compliant,0,Low
MFG0040,2019,Non-Compliant,33,Warning
MFG0273,2023,Compliant,0,Low
MFG0101,2023,Compliant,0,Low
MFG0359,2020,Compliant,0,Low
MFG0380,2020,Non-Compliant,33,Warning
MFG0308,2020,Non-Compliant,33,Warning
MFG0221,2021,Non-Compliant,33,Warning
MFG0308,2022,Compliant,0,Low
MFG0420,2021,Non-Compliant,33,Warning
MFG0124,2023,Compliant,0,Low
MFG0422,2019,Compliant,0,Low
MFG0231,2022,Non-Compliant,33,Warning
MFG0178,2019,Compliant,0,Low
MFG0063,2023,Non-Compliant,33,Warning
MFG0485,2023,Non-Compliant,33,Warning
MFG0116,2019,Compliant,0,Low
MFG0191,2019,Compliant,0,Low
MFG0062,2019,Non-Compliant,33,Warning
MFG0256,2023,Compliant,0,Low
MFG0483,2020,Compliant,0,Low
MFG0007,2019,Non-Compliant,33,Warning
MFG0155,2022,Non-Compliant,33,Warning
MFG0092,2023,Non-Compliant,33,Warning
MFG0470,2021,Compliant,0,Low
MFG0014,2021,Compliant,0,Low
MFG0455,2022,Non-Compliant,33,Warning
MFG0229,2020,Compliant,0,Low
MFG0086,2019,Non-Compliant,33,Warning
MFG0133,2023,Non-Compliant,33,Warning
MFG0183,2019,Non-Compliant,33,Warning
MFG0386,2023,Non-Compliant,33,Warning
MFG0062,2021,Compliant,0,Low
MFG0219,2019,Non-Compliant,33,Warning
MFG0405,2022,Compliant,0,Low
MFG0246,2020,Compliant,0,Low
MFG0230,2022,Non-Compliant,33,Warning
MFG0079,2020,Compliant,0,Low
MFG0149,2019,Non-Compliant,33,Warning
MFG0138,2019,Non-Compliant,99,Critical
MFG0471,2020,Compliant,0,Low
MFG0314,2021,Non-Compliant,66,Critical
MFG0376,2023,Non-Compliant,33,Warning
MFG0423,2022,Non-Compliant,66,Critical
MFG0389,2022,Compliant,0,Low
MFG0065,2022,Compliant,0,Low
MFG0013,2019,Non-Compliant,33,Warning
MFG0213,2022,Non-Compliant,66,Critical
MFG0474,2023,Non-Compliant,33,Warning
MFG0242,2023,Compliant,0,Low
MFG0493,2020,Non-Compliant,99,Critical
MFG0213,2019,Compliant,0,Low
MFG0181,2023,Compliant,0,Low
MFG0338,2021,Compliant,0,Low
MFG0485,2019,Compliant,0,Low
MFG0173,2019,Compliant,0,Low
MFG0160,2023,Non-Compliant,33,Warning
MFG0164,2021,Compliant,0,Low
MFG0465,2020,Compliant,0,Low
MFG0483,2023,Non-Compliant,33,Warning
MFG0497,2021,Compliant,0,Low
MFG0188,2019,Non-Compliant,33,Warning
MFG0395,2021,Non-Compliant,33,Warning
MFG0191,2019,Compliant,0,Low
MFG0405,2023,Compliant,0,Low
MFG0308,2023,Compliant,0,Low
MFG0256,2022,Compliant,0,Low
MFG0183,2022,Compliant,0,Low
MFG0117,2022,Non-Compliant,66,Critical
MFG0282,2023,Compliant,0,Low
MFG0196,2020,Compliant,0,Low
MFG0034,2023,Compliant,0,Low
MFG0052,2021,Non-Compliant,33,Warning
MFG0112,2023,Non-Compliant,33,Warning
MFG0252,2023,Non-Compliant,33,Warning
MFG0082,2019,Compliant,0,Low
MFG0232,2019,Non-Compliant,66,Critical
MFG0227,2019,Compliant,0,Low
MFG0233,2023,Compliant,0,Low
MFG0221,2020,Compliant,0,Low
MFG0436,2021,Compliant,0,Low
MFG0413,2021,Non-Compliant,33,Warning
MFG0422,2020,Compliant,0,Low
MFG0042,2020,Non-Compliant,66,Critical
MFG0021,2021,Non-Compliant,66,Critical
MFG0042,2022,Compliant,0,Low
MFG0397,2019,Compliant,0,Low
MFG0113,2019,Non-Compliant,33,Warning
MFG0105,2021,Compliant,0,Low
MFG0192,2020,Non-Compliant,33,Warning
MFG0017,2022,Non-Compliant,33,Warning
MFG0120,2021,Non-Compliant,33,Warning
MFG0393,2019,Non-Compliant,33,Warning
MFG0425,2023,Compliant,0,Low
MFG0129,2020,Non-Compliant,99,Critical
MFG0130,2023,Non-Compliant,33,Warning
MFG0060,2021,Compliant,0,Low
MFG0048,2019,Non-Compliant,33,Warning
MFG0029,2022,Non-Compliant,33,Warning
MFG0097,2023,Compliant,0,Low
MFG0010,2022,Compliant,0,Low
MFG0242,2019,Non-Compliant,66,Critical
MFG0314,2023,Non-Compliant,33,Warning
MFG0444,2022,Compliant,0,Low
MFG0232,2022,Non-Compliant,33,Warning
MFG0277,2023,Compliant,0,Low
MFG0284,2019,Compliant,0,Low
MFG0203,2022,Compliant,0,Low
MFG0247,2021,Compliant,0,Low
MFG0290,2023,Compliant,0,Low
MFG0264,2020,Compliant,0,Low
MFG0443,2020,Non-Compliant,33,Warning
MFG0214,2019,Compliant,0,Low
MFG0200,2021,Compliant,0,Low
MFG0433,2022,Non-Compliant,33,Warning
MFG0079,2020,Non-Compliant,33,Warning
MFG0401,2019,Non-Compliant,33,Warning
MFG0444,2021,Compliant,0,Low
MFG0343,2021,Compliant,0,Low
MFG0344,2019,Compliant,0,Low
MFG0173,2019,Non-Compliant,33,Warning
MFG0467,2022,Compliant,0,Low
MFG0069,2019,Compliant,0,Low
MFG0416,2022,Non-Compliant,33,Warning
MFG0428,2022,Compliant,0,Low
MFG0449,2023,Non-Compliant,33,Warning
MFG0087,2021,Non-Compliant,33,Warning
MFG0101,2021,Non-Compliant,33,Warning
MFG0008,2021,Non-Compliant,33,Warning
MFG0333,2023,Non-Compliant,33,Warning
MFG0200,2022,Non-Compliant,66,Critical
MFG0087,2022,Non-Compliant,33,Warning
MFG0043,2019,Compliant,0,Low
MFG0385,2023,Non-Compliant,33,Warning
MFG0109,2019,Compliant,0,Low
MFG0435,2023,Compliant,0,Low
MFG0408,2019,Compliant,0,Low
MFG0483,2020,Non-Compliant,33,Warning
MFG0152,2021,Non-Compliant,33,Warning
MFG0017,2021,Compliant,0,Low
MFG0133,2022,Compliant,0,Low
MFG0148,2020,Non-Compliant,33,Warning
MFG0277,2021,Compliant,0,Low
MFG0232,2022,Compliant,0,Low
MFG0314,2020,Non-Compliant,33,Warning
MFG0415,2021,Non-Compliant,33,Warning
MFG0366,2019,Compliant,0,Low
MFG0228,2023,Compliant,0,Low
MFG0139,2020,Non-Compliant,33,Warning
MFG0436,2022,Compliant,0,Low
MFG0399,2020,Compliant,0,Low
MFG0211,2022,Compliant,0,Low
MFG0391,2020,Compliant,0,Low
MFG0499,2022,Non-Compliant,33,Warning
MFG0028,2021,Non-Compliant,33,Warning
MFG0051,2019,Non-Compliant,33,Warning
MFG0491,2021,Non-Compliant,33,Warning
MFG0442,2019,Non-Compliant,66,Critical
MFG0261,2021,Non-Compliant,33,Warning
MFG0261,2021,Compliant,0,Low
MFG0350,2020,Non-Compliant,33,Warning
MFG0352,2023,Compliant,0,Low
MFG0008,2022,Non-Compliant,33,Warning
MFG0320,2022,Compliant,0,Low
MFG0138,2022,Non-Compliant,33,Warning
MFG0038,2019,Compliant,0,Low
MFG0111,2022,Compliant,0,Low
MFG0480,2022,Compliant,0,Low
MFG0368,2020,Non-Compliant,33,Warning
MFG0220,2021,Compliant,0,Low
MFG0337,2022,Compliant,0,Low
MFG0223,2023,Compliant,0,Low
MFG0136,2022,Compliant,0,Low
MFG0256,2019,Non-Compliant,33,Warning
MFG0360,2019,Non-Compliant,33,Warning
MFG0409,2019,Compliant,0,Low
MFG0329,2022,Compliant,0,Low
MFG0450,2020,Non-Compliant,33,Warning
MFG0463,2023,Non-Compliant,66,Critical
MFG0434,2022,Compliant,0,Low
MFG0451,2020,Non-Compliant,33,Warning
MFG0049,2020,Compliant,0,Low
MFG0292,2022,Non-Compliant,33,Warning
MFG0382,2022,Non-Compliant,33,Warning
MFG0324,2020,Compliant,0,Low
MFG0078,2020,Non-Compliant,66,Critical
MFG0105,2020,Compliant,0,Low
MFG0169,2022,Compliant,0,Low
MFG0217,2020,Compliant,0,Low
MFG0378,2019,Compliant,0,Low
MFG0119,2022,Compliant,0,Low
MFG0190,2019,Non-Compliant,33,Warning
MFG0255,2021,Non-Compliant,33,Warning
MFG0370,2022,Non-Compliant,33,Warning
MFG0266,2021,Non-Compliant,33,Warning
MFG0149,2020,Non-Compliant,33,Warning
MFG0164,2020,Non-Compliant,33,Warning
MFG0140,2023,Non-Compliant,33,Warning
MFG0347,2020,Compliant,0,Low
MFG0488,2021,Non-Compliant,33,Warning
MFG0258,2020,Compliant,0,Low
MFG0374,2022,Compliant,0,Low
MFG0269,2020,Compliant,0,Low
MFG0181,2023,Non-Compliant,33,Warning
MFG0160,2020,Non-Compliant,33,Warning
MFG0351,2021,Compliant,0,Low
MFG0400,2021,Non-Compliant,33,Warning
MFG0288,2020,Non-Compliant,33,Warning
MFG0288,2021,Compliant,0,Low
MFG0380,2021,Non-Compliant,66,Critical
MFG0226,2023,Non-Compliant,33,Warning
MFG0011,2022,Compliant,0,Low
MFG0010,2023,Compliant,0,Low
MFG0271,2019,Non-Compliant,33,Warning
MFG0273,2023,Non-Compliant,33,Warning
MFG0424,2020,Non-Compliant,33,Warning
MFG0402,2022,Non-Compliant,33,Warning
MFG0183,2020,Non-Compliant,33,Warning
MFG0457,2019,Non-Compliant,33,Warning
MFG0153,2022,Compliant,0,Low
MFG0488,2021,Non-Compliant,33,Warning
MFG0315,2023,Non-Compliant,33,Warning
MFG0334,2020,Compliant,0,Low
MFG0124,2019,Non-Compliant,33,Warning
MFG0473,2021,Compliant,0,Low
MFG0114,2023,Compliant,0,Low
MFG0278,2021,Compliant,0,Low
MFG0414,2023,Non-Compliant,33,Warning
MFG0468,2022,Compliant,0,Low
MFG0213,2021,Non-Compliant,66,Critical
MFG0172,2021,Compliant,0,Low
MFG0288,2021,Non-Compliant,33,Warning
MFG0435,2022,Non-Compliant,33,Warning
MFG0174,2019,Non-Compliant,33,Warning
MFG0113,2023,Non-Compliant,33,Warning
MFG0376,2021,Non-Compliant,33,Warning
MFG0405,2022,Non-Compliant,33,Warning
MFG0483,2019,Compliant,0,Low
MFG0122,2023,Compliant,0,Low
MFG0032,2022,Compliant,0,Low
MFG0222,2023,Non-Compliant,33,Warning
MFG0119,2021,Compliant,0,Low
MFG0039,2019,Compliant,0,Low
MFG0497,2022,Non-Compliant,66,Critical
MFG0268,2019,Non-Compliant,33,Warning
MFG0233,2021,Compliant,0,Low
MFG0431,2019,Non-Compliant,33,Warning
MFG0018,2019,Compliant,0,Low
MFG0149,2020,Non-Compliant,33,Warning
MFG0397,2019,Compliant,0,Low
MFG0149,2023,Compliant,0,Low
MFG0126,2022,Non-Compliant,33,Warning
MFG0392,2020,Compliant,0,Low
MFG0302,2022,Non-Compliant,66,Critical
MFG0360,2022,Non-Compliant,33,Warning
MFG0238,2021,Non-Compliant,33,Warning
MFG0135,2021,Compliant,0,Low
MFG0151,2020,Compliant,0,Low
MFG0236,2021,Compliant,0,Low
MFG0224,2021,Non-Compliant,33,Warning
MFG0203,2021,Compliant,0,Low
MFG0256,2022,Non-Compliant,66,Critical
MFG0086,2020,Compliant,0,Low
MFG0150,2022,Non-Compliant,66,Critical
MFG0235,2023,Compliant,0,Low
MFG0345,2022,Compliant,0,Low
MFG0022,2023,Non-Compliant,66,Critical
MFG0348,2019,Compliant,0,Low
MFG0285,2019,Non-Compliant,33,Warning
MFG0269,2023,Non-Compliant,33,Warning
MFG0466,2023,Compliant,0,Low
MFG0258,2022,Compliant,0,Low
MFG0029,2023,Compliant,0,Low
MFG0213,2020,Compliant,0,Low
MFG0463,2019,Non-Compliant,66,Critical
MFG0436,2019,Compliant,0,Low
MFG0283,2023,Non-Compliant,33,Warning
MFG0050,2021,Compliant,0,Low
MFG0095,2021,Compliant,0,Low
MFG0463,2023,Compliant,0,Low
MFG0499,2020,Non-Compliant,33,Warning
MFG0407,2021,Compliant,0,Low
MFG0088,2023,Non-Compliant,66,Critical
MFG0044,2020,Compliant,0,Low
MFG0461,2020,Compliant,0,Low
MFG0278,2022,Compliant,0,Low
MFG0171,2020,Non-Compliant,33,Warning
MFG0421,2021,Compliant,0,Low
MFG0189,2021,Compliant,0,Low
MFG0353,2023,Non-Compliant,33,Warning
MFG0184,2023,Compliant,0,Low
MFG0003,2020,Non-Compliant,33,Warning
MFG0191,2019,Non-Compliant,33,Warning
MFG0118,2022,Non-Compliant,33,Warning
MFG0019,2019,Non-Compliant,33,Warning
MFG0023,2020,Compliant,0,Low
MFG0413,2020,Compliant,0,Low
MFG0030,2019,Compliant,0,Low
MFG0295,2022,Compliant,0,Low
MFG0108,2019,Non-Compliant,66,Critical
MFG0367,2023,Non-Compliant,66,Critical
MFG0281,2021,Non-Compliant,33,Warning
MFG0128,2023,Non-Compliant,33,Warning
MFG0229,2021,Non-Compliant,33,Warning
MFG0111,2020,Compliant,0,Low
MFG0136,2022,Compliant,0,Low
MFG0362,2019,Non-Compliant,33,Warning
MFG0186,2022,Non-Compliant,33,Warning
MFG0144,2019,Compliant,0,Low
MFG0072,2023,Compliant,0,Low
MFG0129,2023,Non-Compliant,33,Warning
MFG0364,2019,Non-Compliant,33,Warning
MFG0261,2022,Compliant,0,Low
MFG0003,2019,Compliant,0,Low
MFG0449,2020,Non-Compliant,33,Warning
MFG0388,2023,Non-Compliant,66,Critical
MFG0104,2020,Non-Compliant,33,Warning
MFG0483,2023,Compliant,0,Low
MFG0224,2023,Non-Compliant,33,Warning
MFG0320,2021,Non-Compliant,33,Warning
MFG0362,2020,Compliant,0,Low
MFG0354,2020,Non-Compliant,33,Warning
MFG0491,2021,Non-Compliant,66,Critical
MFG0473,2022,Compliant,0,Low
MFG0010,2020,Compliant,0,Low
MFG0405,2019,Compliant,0,Low
MFG0384,2021,Compliant,0,Low
MFG0302,2020,Compliant,0,Low
MFG0231,2022,Non-Compliant,66,Critical
MFG0219,2020,Non-Compliant,33,Warning
MFG0411,2023,Non-Compliant,33,Warning
MFG0066,2019,Compliant,0,Low
MFG0425,2021,Non-Compliant,33,Warning
MFG0112,2023,Non-Compliant,33,Warning
MFG0013,2022,Non-Compliant,33,Warning
MFG0393,2023,Non-Compliant,66,Critical
MFG0420,2023,Non-Compliant,33,Warning
MFG0086,2022,Non-Compliant,33,Warning
MFG0234,2023,Non-Compliant,33,Warning
MFG0090,2021,Non-Compliant,33,Warning
MFG0314,2020,Non-Compliant,33,Warning
MFG0054,2023,Non-Compliant,33,Warning
MFG0012,2021,Non-Compliant,33,Warning
MFG0209,2020,Non-Compliant,33,Warning
MFG0462,2020,Non-Compliant,66,Critical
MFG0014,2023,Compliant,0,Low
MFG0121,2021,Compliant,0,Low
MFG0418,2023,Compliant,0,Low
MFG0437,2022,Non-Compliant,33,Warning
MFG0377,2020,Compliant,0,Low
MFG0020,2023,Non-Compliant,33,Warning
MFG0075,2020,Non-Compliant,33,Warning
MFG0400,2021,Non-Compliant,66,Critical
MFG0243,2019,Non-Compliant,33,Warning
MFG0223,2023,Non-Compliant,33,Warning
MFG0070,2023,Compliant,0,Low
MFG0312,2020,Compliant,0,Low
MFG0211,2021,Non-Compliant,33,Warning
MFG0101,2022,Non-Compliant,33,Warning
MFG0186,2021,Compliant,0,Low
MFG0132,2023,Compliant,0,Low
MFG0111,2022,Non-Compliant,33,Warning
MFG0381,2021,Non-Compliant,99,Critical
MFG0132,2019,Non-Compliant,66,Critical
MFG0020,2020,Compliant,0,Low
MFG0394,2021,Non-Compliant,66,Critical
MFG0024,2021,Non-Compliant,66,Critical
MFG0227,2019,Non-Compliant,66,Critical
MFG0154,2023,Non-Compliant,33,Warning
MFG0293,2020,Compliant,0,Low
MFG0230,2021,Non-Compliant,33,Warning
MFG0469,2022,Compliant,0,Low
MFG0310,2021,Non-Compliant,66,Critical
MFG0488,2020,Compliant,0,Low
MFG0359,2021,Non-Compliant,33,Warning
MFG0405,2019,Compliant,0,Low
MFG0202,2021,Non-Compliant,33,Warning
MFG0038,2021,Non-Compliant,66,Critical
MFG0430,2022,Compliant,0,Low
MFG0260,2019,Compliant,0,Low
MFG0188,2019,Non-Compliant,33,Warning
MFG0057,2021,Non-Compliant,33,Warning
MFG0429,2022,Compliant,0,Low
MFG0020,2021,Non-Compliant,33,Warning
MFG0273,2021,Non-Compliant,33,Warning
MFG0119,2020,Non-Compliant,33,Warning
MFG0071,2020,Non-Compliant,66,Critical
MFG0004,2022,Compliant,0,Low
MFG0221,2023,Compliant,0,Low
MFG0014,2020,Non-Compliant,33,Warning
MFG0003,2023,Compliant,0,Low
MFG0216,2019,Non-Compliant,33,Warning
MFG0229,2020,Compliant,0,Low
MFG0336,2020,Compliant,0,Low
MFG0186,2022,Non-Compliant,33,Warning
MFG0055,2023,Compliant,0,Low
MFG0388,2020,Compliant,0,Low
MFG0376,2020,Non-Compliant,33,Warning
MFG0254,2022,Compliant,0,Low
MFG0024,2022,Non-Compliant,66,Critical
MFG0162,2023,Compliant,0,Low
MFG0158,2019,Compliant,0,Low
MFG0082,2019,Non-Compliant,66,Critical
MFG0403,2021,Non-Compliant,33,Warning
MFG0159,2020,Compliant,0,Low
MFG0188,2023,Compliant,0,Low
MFG0060,2020,Non-Compliant,33,Warning
MFG0403,2023,Compliant,0,Low
MFG0305,2023,Non-Compliant,33,Warning
MFG0319,2023,Compliant,0,Low
MFG0366,2020,Compliant,0,Low
MFG0211,2022,Non-Compliant,33,Warning
MFG0406,2020,Non-Compliant,33,Warning
MFG0152,2023,Compliant,0,Low
MFG0109,2021,Non-Compliant,33,Warning
MFG0076,2019,Non-Compliant,66,Critical
MFG0030,2023,Compliant,0,Low
MFG0314,2021,Compliant,0,Low
MFG0486,2022,Compliant,0,Low
MFG0117,2023,Compliant,0,Low
MFG0415,2021,Compliant,0,Low
MFG0356,2023,Non-Compliant,66,Critical
MFG0192,2020,Non-Compliant,33,Warning
MFG0019,2021,Non-Compliant,33,Warning
MFG0432,2020,Non-Compliant,33,Warning
MFG0173,2020,Compliant,0,Low
MFG0228,2021,Non-Compliant,33,Warning
MFG0350,2019,Compliant,0,Low
MFG0183,2021,Compliant,0,Low
MFG0113,2019,Compliant,0,Low
MFG0183,2023,Compliant,0,Low
MFG0481,2023,Compliant,0,Low
MFG0146,2021,Compliant,0,Low
MFG0319,2023,Non-Compliant,33,Warning
MFG0116,2022,Compliant,0,Low
MFG0113,2020,Non-Compliant,33,Warning
MFG0251,2020,Compliant,0,Low
MFG0476,2019,Compliant,0,Low
MFG0251,2023,Compliant,0,Low
MFG0303,2019,Compliant,0,Low
MFG0459,2020,Compliant,0,Low
MFG0313,2020,Compliant,0,Low
MFG0118,2023,Non-Compliant,66,Critical
MFG0301,2022,Non-Compliant,66,Critical
MFG0161,2022,Compliant,0,Low
MFG0401,2023,Non-Compliant,33,Warning
MFG0198,2023,Compliant,0,Low
MFG0260,2019,Compliant,0,Low
MFG0148,2023,Compliant,0,Low
MFG0240,2022,Compliant,0,Low
MFG0047,2023,Compliant,0,Low
MFG0475,2019,Compliant,0,Low
MFG0399,2019,Compliant,0,Low
MFG0198,2019,Compliant,0,Low
MFG0047,2019,Compliant,0,Low
MFG0078,2021,Compliant,0,Low
MFG0124,2023,Non-Compliant,66,Critical
MFG0075,2020,Non-Compliant,33,Warning
MFG0359,2023,Non-Compliant,66,Critical
MFG0137,2021,Compliant,0,Low
MFG0090,2019,Compliant,0,Low
MFG0400,2021,Non-Compliant,33,Warning
MFG0325,2022,Compliant,0,Low
MFG0061,2022,Compliant,0,Low
MFG0138,2023,Non-Compliant,66,Critical
MFG0050,2023,Compliant,0,Low
MFG0259,2020,Non-Compliant,33,Warning
MFG0461,2020,Compliant,0,Low
MFG0107,2022,Non-Compliant,33,Warning
MFG0113,2019,Compliant,0,Low
MFG0350,2021,Non-Compliant,33,Warning
MFG0254,2020,Non-Compliant,33,Warning
MFG0118,2020,Non-Compliant,33,Warning
MFG0493,2019,Non-Compliant,33,Warning
MFG0198,2019,Non-Compliant,33,Warning
MFG0337,2023,Non-Compliant,33,Warning
MFG0365,2021,Compliant,0,Low
MFG0051,2019,Non-Compliant,33,Warning
MFG0245,2020,Compliant,0,Low
MFG0403,2020,Non-Compliant,33,Warning
MFG0426,2022,Compliant,0,Low
MFG0035,2019,Compliant,0,Low
MFG0302,2023,Compliant,0,Low
MFG0410,2021,Compliant,0,Low
MFG0499,2023,Compliant,0,Low
MFG0069,2020,Compliant,0,Low
MFG0349,2023,Non-Compliant,33,Warning
MFG0320,2020,Non-Compliant,33,Warning
MFG0421,2020,Non-Compliant,33,Warning
MFG0468,2020,Compliant,0,Low
MFG0049,2020,Compliant,0,Low
MFG0405,2020,Non-Compliant,33,Warning
MFG0074,2022,Compliant,0,Low
MFG0192,2023,Non-Compliant,33,Warning
MFG0261,2022,Non-Compliant,33,Warning
MFG0356,2022,Non-Compliant,33,Warning
MFG0070,2019,Non-Compliant,33,Warning
MFG0090,2019,Non-Compliant,33,Warning
MFG0260,2019,Compliant,0,Low
MFG0126,2021,Non-Compliant,33,Warning
MFG0231,2019,Compliant,0,Low
MFG0295,2023,Non-Compliant,66,Critical
MFG0498,2022,Compliant,0,Low
MFG0419,2023,Non-Compliant,33,Warning
MFG0129,2019,Non-Compliant,33,Warning
MFG0280,2021,Non-Compliant,66,Critical
MFG0313,2021,Non-Compliant,66,Critical
MFG0100,2022,Non-Compliant,99,Critical
MFG0326,2023,Compliant,0,Low
MFG0297,2020,Compliant,0,Low
MFG0182,2023,Non-Compliant,66,Critical
MFG0174,2019,Non-Compliant,33,Warning
MFG0316,2020,Non-Compliant,33,Warning
MFG0364,2021,Compliant,0,Low
MFG0188,2022,Compliant,0,Low
MFG0057,2022,Non-Compliant,33,Warning
MFG0031,2021,Non-Compliant,33,Warning
MFG0084,2019,Compliant,0,Low
MFG0152,2021,Non-Compliant,33,Warning
MFG0473,2019,Compliant,0,Low
MFG0036,2020,Non-Compliant,33,Warning
MFG0213,2021,Non-Compliant,33,Warning
MFG0414,2019,Compliant,0,Low
MFG0408,2020,Non-Compliant,66,Critical
MFG0364,2021,Compliant,0,Low
MFG0106,2022,Compliant,0,Low
MFG0414,2021,Compliant,0,Low
MFG0342,2023,Compliant,0,Low
MFG0220,2021,Non-Compliant,33,Warning
MFG0391,2023,Non-Compliant,33,Warning
MFG0163,2020,Compliant,0,Low
MFG0439,2021,Non-Compliant,33,Warning
MFG0220,2020,Non-Compliant,33,Warning
MFG0270,2020,Non-Compliant,33,Warning
MFG0120,2019,Compliant,0,Low
MFG0394,2020,Compliant,0,Low
MFG0336,2020,Compliant,0,Low
MFG0400,2021,Compliant,0,Low
MFG0182,2021,Compliant,0,Low
MFG0479,2022,Non-Compliant,33,Warning
MFG0106,2019,Compliant,0,Low
MFG0217,2020,Compliant,0,Low
MFG0205,2019,Compliant,0,Low
MFG0070,2023,Non-Compliant,33,Warning
MFG0044,2020,Non-Compliant,66,Critical
MFG0329,2019,Compliant,0,Low
MFG0301,2022,Compliant,0,Low
MFG0228,2022,Compliant,0,Low
MFG0184,2020,Compliant,0,Low
MFG0107,2023,Compliant,0,Low
MFG0084,2022,Compliant,0,Low
MFG0338,2022,Non-Compliant,33,Warning
MFG0250,2023,Compliant,0,Low
MFG0363,2019,Compliant,0,Low
MFG0441,2022,Compliant,0,Low
MFG0021,2021,Non-Compliant,33,Warning
MFG0196,2022,Compliant,0,Low
MFG0178,2019,Compliant,0,Low
MFG0417,2019,Non-Compliant,33,Warning
MFG0475,2020,Compliant,0,Low
MFG0007,2021,Compliant,0,Low
MFG0070,2019,Non-Compliant,66,Critical
MFG0127,2023,Non-Compliant,33,Warning
MFG0399,2021,Compliant,0,Low
MFG0466,2021,Compliant,0,Low
MFG0160,2023,Compliant,0,Low
MFG0248,2022,Non-Compliant,33,Warning
MFG0203,2023,Compliant,0,Low
MFG0148,2023,Compliant,0,Low
MFG0472,2022,Compliant,0,Low
MFG0143,2022,Non-Compliant,99,Critical
MFG0432,2022,Compliant,0,Low
MFG0199,2022,Non-Compliant,33,Warning
MFG0405,2022,Non-Compliant,33,Warning
MFG0426,2023,Compliant,0,Low
MFG0154,2020,Compliant,0,Low
MFG0492,2020,Compliant,0,Low
MFG0376,2019,Non-Compliant,33,Warning
MFG0384,2020,Non-Compliant,33,Warning
MFG0142,2020,Compliant,0,Low
MFG0313,2023,Non-Compliant,33,Warning
MFG0165,2022,Non-Compliant,66,Critical
MFG0314,2022,Compliant,0,Low
MFG0021,2023,Compliant,0,Low
MFG0082,2020,Compliant,0,Low
MFG0069,2023,Non-Compliant,33,Warning
MFG0131,2019,Compliant,0,Low
MFG0087,2022,Compliant,0,Low
MFG0218,2021,Non-Compliant,33,Warning
MFG0421,2019,Compliant,0,Low
MFG0472,2019,Non-Compliant,66,Critical
MFG0305,2023,Non-Compliant,33,Warning
MFG0403,2020,Non-Compliant,66,Critical
MFG0371,2022,Non-Compliant,33,Warning
MFG0345,2021,Non-Compliant,66,Critical
MFG0341,2019,Non-Compliant,33,Warning
MFG0384,2021,Compliant,0,Low
MFG0396,2020,Compliant,0,Low
MFG0445,2020,Compliant,0,Low
MFG0425,2021,Non-Compliant,33,Warning
MFG0161,2022,Compliant,0,Low
MFG0178,2020,Compliant,0,Low
MFG0117,2021,Non-Compliant,33,Warning
MFG0196,2019,Non-Compliant,33,Warning
MFG0383,2021,Compliant,0,Low
MFG0490,2021,Non-Compliant,66,Critical
MFG0327,2023,Compliant,0,Low
MFG0086,2020,Non-Compliant,33,Warning
MFG0289,2022,Compliant,0,Low
MFG0081,2022,Compliant,0,Low
MFG0152,2023,Compliant,0,Low
MFG0061,2022,Non-Compliant,33,Warning
MFG0061,2021,Non-Compliant,33,Warning
MFG0354,2023,Non-Compliant,66,Critical
MFG0028,2019,Non-Compliant,33,Warning
MFG0442,2020,Compliant,0,Low
MFG0043,2020,Compliant,0,Low
MFG0169,2020,Non-Compliant,66,Critical
MFG0423,2021,Compliant,0,Low
MFG0086,2019,Compliant,0,Low
MFG0177,2023,Non-Compliant,33,Warning
MFG0017,2023,Compliant,0,Low
MFG0098,2020,Non-Compliant,33,Warning
MFG0454,2019,Compliant,0,Low
MFG0494,2019,Non-Compliant,33,Warning
MFG0198,2019,Non-Compliant,33,Warning
MFG0098,2022,Compliant,0,Low
MFG0065,2022,Compliant,0,Low
MFG0330,2020,Compliant,0,Low
MFG0341,2019,Compliant,0,Low
MFG0005,2019,Non-Compliant,66,Critical
MFG0002,2023,Non-Compliant,99,Critical
MFG0022,2023,Non-Compliant,33,Warning
MFG0112,2020,Compliant,0,Low
MFG0057,2019,Compliant,0,Low
MFG0066,2020,Compliant,0,Low
MFG0330,2023,Non-Compliant,33,Warning
MFG0098,2023,Compliant,0,Low
